ano,nivel,territorio,territorio_codigo,categoria,subcategoria,classe,preco,unidade
2010,Municipio,Ubiratã,,Roxa,Não Mecanizável,,8490.0,R$/ha
2011,Municipio,Ubiratã,,Roxa,Não Mecanizável,,9100.0,R$/ha
2012,Municipio,Ubiratã,,Roxa,Não Mecanizável,,13500.0,R$/ha
2013,Municipio,Ubiratã,,Roxa,Não Mecanizável,,13500.0,R$/ha
2014,Municipio,Ubiratã,,Roxa,Não Mecanizável,,15000.0,R$/ha
2015,Municipio,Ubiratã,,Roxa,Não Mecanizável,,16500.0,R$/ha
2007,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,1653.0,R$/ha
2008,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,1954.0,R$/ha
2009,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,1960.0,R$/ha
2010,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,1800.0,R$/ha
2011,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,1950.0,R$/ha
2012,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,4500.0,R$/ha
2013,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,4500.0,R$/ha
2014,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,5000.0,R$/ha
2015,Municipio,Ubiratã,,Roxa,Inaproveitáveis,,5000.0,R$/ha
2007,Municipio,Umuarama,,Arenosa,Mecanizada,,6200.0,R$/ha
2008,Municipio,Umuarama,,Arenosa,Mecanizada,,7000.0,R$/ha
2009,Municipio,Umuarama,,Arenosa,Mecanizada,,8200.0,R$/ha
2010,Municipio,Umuarama,,Arenosa,Mecanizada,,8000.0,R$/ha
2011,Municipio,Umuarama,,Arenosa,Mecanizada,,10330.0,R$/ha
2012,Municipio,Umuarama,,Arenosa,Mecanizada,,11570.0,R$/ha
2013,Municipio,Umuarama,,Arenosa,Mecanizada,,15000.0,R$/ha
2014,Municipio,Umuarama,,Arenosa,Mecanizada,,18500.0,R$/ha
2015,Municipio,Umuarama,,Arenosa,Mecanizada,,20000.0,R$/ha
2007,Municipio,Umuarama,,Arenosa,Mecanizável,,5000.0,R$/ha
2008,Municipio,Umuarama,,Arenosa,Mecanizável,,6000.0,R$/ha
2009,Municipio,Umuarama,,Arenosa,Mecanizável,,7500.0,R$/ha
2010,Municipio,Umuarama,,Arenosa,Mecanizável,,7000.0,R$/ha
2011,Municipio,Umuarama,,Arenosa,Mecanizável,,8830.0,R$/ha
2012,Municipio,Umuarama,,Arenosa,Mecanizável,,10000.0,R$/ha
2013,Municipio,Umuarama,,Arenosa,Mecanizável,,13500.0,R$/ha
2007,Municipio,Não Mecanizável,,Arenosa,Inaproveitáveis,,3600.0,R$/ha
2008,Municipio,Não Mecanizável,,Arenosa,Inaproveitáveis,,8000.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Mecanizada,,5000.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Mecanizada,,6200.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Mecanizada,,6200.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Mecanizada,,6200.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Mecanizada,,6200.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Mecanizada,,9000.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Mecanizada,,9000.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Mecanizada,,16860.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Mecanizada,,18595.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Mecanizável,,3300.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Mecanizável,,4000.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Mecanizável,,4000.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Mecanizável,,4000.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Mecanizável,,4500.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Mecanizável,,5800.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Mecanizável,,5800.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Mecanizável,,10000.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Mecanizável,,12400.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Não Mecanizável,,1200.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Não Mecanizável,,1500.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Não Mecanizável,,1500.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Não Mecanizável,,1500.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Não Mecanizável,,1500.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Não Mecanizável,,3000.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Não Mecanizável,,3000.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Não Mecanizável,,4000.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Não Mecanizável,,5000.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Inaproveitáveis,,240.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Inaproveitáveis,,250.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Inaproveitáveis,,300.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Inaproveitáveis,,300.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Inaproveitáveis,,300.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Inaproveitáveis,,500.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1201.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1500.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1500.0,R$/ha
2007,Municipio,União da Vitória,,Roxa,Mecanizada,,10000.0,R$/ha
2008,Municipio,União da Vitória,,Roxa,Mecanizada,,12500.0,R$/ha
2009,Municipio,União da Vitória,,Roxa,Mecanizada,,12500.0,R$/ha
2010,Municipio,União da Vitória,,Roxa,Mecanizada,,13100.0,R$/ha
2011,Municipio,União da Vitória,,Roxa,Mecanizada,,16000.0,R$/ha
2012,Municipio,União da Vitória,,Roxa,Mecanizada,,18500.0,R$/ha
2013,Municipio,União da Vitória,,Roxa,Mecanizada,,24500.0,R$/ha
2014,Municipio,União da Vitória,,Roxa,Mecanizada,,27500.0,R$/ha
2015,Municipio,União da Vitória,,Roxa,Mecanizada,,30300.0,R$/ha
2007,Municipio,União da Vitória,,Roxa,Não Mecanizável,,5000.0,R$/ha
2008,Municipio,União da Vitória,,Roxa,Não Mecanizável,,6250.0,R$/ha
2009,Municipio,União da Vitória,,Roxa,Não Mecanizável,,6250.0,R$/ha
2010,Municipio,União da Vitória,,Roxa,Não Mecanizável,,6550.0,R$/ha
2011,Municipio,União da Vitória,,Roxa,Não Mecanizável,,8000.0,R$/ha
2012,Municipio,União da Vitória,,Roxa,Não Mecanizável,,9250.0,R$/ha
2013,Municipio,União da Vitória,,Roxa,Não Mecanizável,,12250.0,R$/ha
2014,Municipio,União da Vitória,,Roxa,Não Mecanizável,,13750.0,R$/ha
2015,Municipio,União da Vitória,,Roxa,Não Mecanizável,,15150.0,R$/ha
2007,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,1000.0,R$/ha
2008,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,1250.0,R$/ha
2009,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,1250.0,R$/ha
2010,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,1310.0,R$/ha
2011,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,1600.0,R$/ha
2012,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,1850.0,R$/ha
2013,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,2450.0,R$/ha
2014,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,2750.0,R$/ha
2015,Municipio,União da Vitória,,Roxa,Inaproveitáveis,,5450.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Mecanizada,,9000.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Mecanizada,,11500.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Mecanizada,,11500.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Mecanizada,,12100.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Mecanizada,,14600.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Mecanizada,,17000.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Mecanizada,,22000.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Mecanizada,,24750.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Mecanizada,,27225.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Não Mecanizável,,4500.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Não Mecanizável,,5750.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Não Mecanizável,,5750.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Não Mecanizável,,6050.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Não Mecanizável,,7300.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Não Mecanizável,,8500.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Não Mecanizável,,11000.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Não Mecanizável,,12375.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Não Mecanizável,,13613.0,R$/ha
2007,Municipio,União da Vitória,,Mista,Inaproveitáveis,,900.0,R$/ha
2008,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1150.0,R$/ha
2009,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1150.0,R$/ha
2010,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1210.0,R$/ha
2011,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1460.0,R$/ha
2012,Municipio,União da Vitória,,Mista,Inaproveitáveis,,1700.0,R$/ha
2013,Municipio,União da Vitória,,Mista,Inaproveitáveis,,2200.0,R$/ha
2014,Municipio,União da Vitória,,Mista,Inaproveitáveis,,2475.0,R$/ha
2015,Municipio,União da Vitória,,Mista,Inaproveitáveis,,4900.0,R$/ha
2007,Municipio,União da Vitória,,Arenosa,Mecanizada,,8000.0,R$/ha
2008,Municipio,União da Vitória,,Arenosa,Mecanizada,,10000.0,R$/ha
2009,Municipio,União da Vitória,,Arenosa,Mecanizada,,10000.0,R$/ha
2010,Municipio,União da Vitória,,Arenosa,Mecanizada,,10500.0,R$/ha
2011,Municipio,União da Vitória,,Arenosa,Mecanizada,,12500.0,R$/ha
2012,Municipio,União da Vitória,,Arenosa,Mecanizada,,15000.0,R$/ha
2013,Municipio,União da Vitória,,Arenosa,Mecanizada,,20000.0,R$/ha
2014,Municipio,União da Vitória,,Arenosa,Mecanizada,,22275.0,R$/ha
2015,Municipio,União da Vitória,,Arenosa,Mecanizada,,23400.0,R$/ha
2007,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,4000.0,R$/ha
2008,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,5000.0,R$/ha
2009,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,5000.0,R$/ha
2010,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,5250.0,R$/ha
2011,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,6250.0,R$/ha
2012,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,7500.0,R$/ha
2013,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,10000.0,R$/ha
2014,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,11138.0,R$/ha
2015,Municipio,União da Vitória,,Arenosa,Não Mecanizável,,11700.0,R$/ha
2007,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,700.0,R$/ha
2008,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,1000.0,R$/ha
2009,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,1000.0,R$/ha
2010,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,1050.0,R$/ha
2011,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,1250.0,R$/ha
2012,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,1500.0,R$/ha
2013,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,2000.0,R$/ha
2014,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,2228.0,R$/ha
2015,Municipio,União da Vitória,,Arenosa,Inaproveitáveis,,4210.0,R$/ha
2007,Municipio,Uraí,,Roxa,Mecanizada,,10124.0,R$/ha
2008,Municipio,Uraí,,Roxa,Mecanizada,,11280.0,R$/ha
2009,Municipio,Uraí,,Roxa,Mecanizada,,11570.0,R$/ha
2010,Municipio,Uraí,,Roxa,Mecanizada,,12025.0,R$/ha
2011,Municipio,Uraí,,Roxa,Mecanizada,,13223.0,R$/ha
2012,Municipio,Uraí,,Roxa,Mecanizada,,14256.0,R$/ha
2013,Municipio,Uraí,,Roxa,Mecanizada,,15909.0,R$/ha
2014,Municipio,Uraí,,Roxa,Mecanizada,,17769.0,R$/ha
2015,Municipio,Uraí,,Roxa,Mecanizada,,25619.0,R$/ha
2007,Municipio,Uraí,,Roxa,Não Mecanizável,,6080.0,R$/ha
2008,Municipio,Uraí,,Roxa,Não Mecanizável,,6322.0,R$/ha
2009,Municipio,Uraí,,Roxa,Não Mecanizável,,6322.0,R$/ha
2010,Municipio,Uraí,,Roxa,Não Mecanizável,,6529.0,R$/ha
2011,Municipio,Uraí,,Roxa,Não Mecanizável,,7025.0,R$/ha
2012,Municipio,Uraí,,Roxa,Não Mecanizável,,7348.0,R$/ha
2013,Municipio,Uraí,,Roxa,Não Mecanizável,,8264.0,R$/ha
2014,Municipio,Uraí,,Roxa,Não Mecanizável,,9091.0,R$/ha
2015,Municipio,Uraí,,Roxa,Não Mecanizável,,11776.0,R$/ha
2007,Municipio,Uraí,,Roxa,Inaproveitáveis,,1012.0,R$/ha
2008,Municipio,Uraí,,Roxa,Inaproveitáveis,,1045.0,R$/ha
2009,Municipio,Uraí,,Roxa,Inaproveitáveis,,1045.0,R$/ha
2010,Municipio,Uraí,,Roxa,Inaproveitáveis,,1064.0,R$/ha
2011,Municipio,Uraí,,Roxa,Inaproveitáveis,,1116.0,R$/ha
2012,Municipio,Uraí,,Roxa,Inaproveitáveis,,1172.0,R$/ha
2013,Municipio,Uraí,,Roxa,Inaproveitáveis,,1322.0,R$/ha
2014,Municipio,Uraí,,Roxa,Inaproveitáveis,,1455.0,R$/ha
2015,Municipio,Uraí,,Roxa,Inaproveitáveis,,1766.0,R$/ha
2007,Municipio,Uraí,,Mista,Mecanizada,,8000.0,R$/ha
2008,Municipio,Uraí,,Mista,Mecanizada,,9600.0,R$/ha
2009,Municipio,Uraí,,Mista,Mecanizada,,9700.0,R$/ha
2010,Municipio,Uraí,,Mista,Mecanizada,,9800.0,R$/ha
2011,Municipio,Uraí,,Mista,Mecanizada,,9980.0,R$/ha
2012,Municipio,Uraí,,Mista,Mecanizada,,10100.0,R$/ha
2013,Municipio,Uraí,,Mista,Mecanizada,,11000.0,R$/ha
2014,Municipio,Uraí,,Mista,Mecanizada,,18500.0,R$/ha
2015,Municipio,Uraí,,Mista,Mecanizada,,20600.0,R$/ha
2007,Municipio,Uraí,,Mista,Mecanizável,,4500.0,R$/ha
2008,Municipio,Uraí,,Mista,Mecanizável,,5400.0,R$/ha
2009,Municipio,Uraí,,Mista,Mecanizável,,5480.0,R$/ha
2010,Municipio,Uraí,,Mista,Mecanizável,,5500.0,R$/ha
2011,Municipio,Uraí,,Mista,Mecanizável,,5680.0,R$/ha
2012,Municipio,Uraí,,Mista,Mecanizável,,5900.0,R$/ha
2013,Municipio,Uraí,,Mista,Mecanizável,,8492.0,R$/ha
2014,Municipio,Uraí,,Mista,Mecanizável,,14800.0,R$/ha
2015,Municipio,Uraí,,Mista,Mecanizável,,15450.0,R$/ha
2007,Municipio,Uraí,,Mista,Não Mecanizável,,2650.0,R$/ha
2008,Municipio,Uraí,,Mista,Não Mecanizável,,3180.0,R$/ha
2009,Municipio,Uraí,,Mista,Não Mecanizável,,3260.0,R$/ha
2010,Municipio,Uraí,,Mista,Não Mecanizável,,3300.0,R$/ha
2011,Municipio,Uraí,,Mista,Não Mecanizável,,3490.0,R$/ha
2012,Municipio,Uraí,,Mista,Não Mecanizável,,3750.0,R$/ha
2013,Municipio,Uraí,,Mista,Não Mecanizável,,4923.0,R$/ha
2014,Municipio,Uraí,,Mista,Não Mecanizável,,5920.0,R$/ha
2015,Municipio,Uraí,,Mista,Não Mecanizável,,6700.0,R$/ha
2007,Municipio,Uraí,,Mista,Inaproveitáveis,,650.0,R$/ha
2008,Municipio,Uraí,,Mista,Inaproveitáveis,,780.0,R$/ha
2009,Municipio,Uraí,,Mista,Inaproveitáveis,,810.0,R$/ha
2010,Municipio,Uraí,,Mista,Inaproveitáveis,,850.0,R$/ha
2011,Municipio,Uraí,,Mista,Inaproveitáveis,,880.0,R$/ha
2012,Municipio,Uraí,,Mista,Inaproveitáveis,,1000.0,R$/ha
2013,Municipio,Uraí,,Mista,Inaproveitáveis,,2000.0,R$/ha
2014,Municipio,Uraí,,Mista,Inaproveitáveis,,1184.0,R$/ha
2015,Municipio,Uraí,,Mista,Inaproveitáveis,,1340.0,R$/ha
2007,Municipio,Uraí,,Arenosa,Mecanizada,,7500.0,R$/ha
2008,Municipio,Uraí,,Arenosa,Mecanizada,,8620.0,R$/ha
2009,Municipio,Uraí,,Arenosa,Mecanizada,,8690.0,R$/ha
2010,Municipio,Uraí,,Arenosa,Mecanizada,,8690.0,R$/ha
2011,Municipio,Uraí,,Arenosa,Mecanizada,,9000.0,R$/ha
2012,Municipio,Uraí,,Arenosa,Mecanizada,,9500.0,R$/ha
2013,Municipio,Uraí,,Arenosa,Mecanizada,,9900.0,R$/ha
2014,Municipio,Uraí,,Arenosa,Mecanizada,,17750.0,R$/ha
2015,Municipio,Uraí,,Arenosa,Mecanizada,,19800.0,R$/ha
2007,Municipio,Uraí,,Arenosa,Mecanizável,,4200.0,R$/ha
2008,Municipio,Uraí,,Arenosa,Mecanizável,,4830.0,R$/ha
2009,Municipio,Uraí,,Arenosa,Mecanizável,,4910.0,R$/ha
2010,Municipio,Uraí,,Arenosa,Mecanizável,,4910.0,R$/ha
2011,Municipio,Uraí,,Arenosa,Mecanizável,,5050.0,R$/ha
2012,Municipio,Uraí,,Arenosa,Mecanizável,,5400.0,R$/ha
2013,Municipio,Uraí,,Arenosa,Mecanizável,,8325.0,R$/ha
2014,Municipio,Uraí,,Arenosa,Mecanizável,,14500.0,R$/ha
2015,Municipio,Uraí,,Arenosa,Mecanizável,,14800.0,R$/ha
2007,Municipio,Uraí,,Arenosa,Não Mecanizável,,2200.0,R$/ha
2008,Municipio,Uraí,,Arenosa,Não Mecanizável,,2530.0,R$/ha
2009,Municipio,Uraí,,Arenosa,Não Mecanizável,,2510.0,R$/ha
2010,Municipio,Uraí,,Arenosa,Não Mecanizável,,2510.0,R$/ha
2011,Municipio,Uraí,,Arenosa,Não Mecanizável,,2610.0,R$/ha
2012,Municipio,Uraí,,Arenosa,Não Mecanizável,,2790.0,R$/ha
2013,Municipio,Uraí,,Arenosa,Não Mecanizável,,4923.0,R$/ha
2014,Municipio,Uraí,,Arenosa,Não Mecanizável,,5800.0,R$/ha
2015,Municipio,Uraí,,Arenosa,Não Mecanizável,,6700.0,R$/ha
2007,Municipio,Uraí,,Arenosa,Inaproveitáveis,,580.0,R$/ha
2008,Municipio,Uraí,,Arenosa,Inaproveitáveis,,660.0,R$/ha
2009,Municipio,Uraí,,Arenosa,Inaproveitáveis,,690.0,R$/ha
2010,Municipio,Uraí,,Arenosa,Inaproveitáveis,,690.0,R$/ha
2011,Municipio,Uraí,,Arenosa,Inaproveitáveis,,710.0,R$/ha
2012,Municipio,Uraí,,Arenosa,Inaproveitáveis,,740.0,R$/ha
2013,Municipio,Uraí,,Arenosa,Inaproveitáveis,,2000.0,R$/ha
2014,Municipio,Uraí,,Arenosa,Inaproveitáveis,,1160.0,R$/ha
2015,Municipio,Uraí,,Arenosa,Inaproveitáveis,,1340.0,R$/ha
2007,Municipio,Uraí,,Roxa,Mecanizada,,14000.0,R$/ha
2008,Municipio,Uraí,,Roxa,Mecanizada,,23099.0,R$/ha
2009,Municipio,Uraí,,Roxa,Mecanizada,,28090.0,R$/ha
2010,Municipio,Uraí,,Roxa,Mecanizada,,26104.0,R$/ha
2011,Municipio,Uraí,,Roxa,Mecanizada,,27000.0,R$/ha
2012,Municipio,Uraí,,Roxa,Mecanizada,,27000.0,R$/ha
2013,Municipio,Uraí,,Roxa,Mecanizada,,35000.0,R$/ha
2014,Municipio,Uraí,,Roxa,Mecanizada,,35000.0,R$/ha
2015,Municipio,Uraí,,Roxa,Mecanizada,,35000.0,R$/ha
2007,Municipio,Uraí,,Roxa,Mecanizável,,10506.0,R$/ha
2008,Municipio,Uraí,,Roxa,Mecanizável,,15494.0,R$/ha
2009,Municipio,Uraí,,Roxa,Mecanizável,,22472.0,R$/ha
2010,Municipio,Uraí,,Roxa,Mecanizável,,18000.0,R$/ha
2011,Municipio,Uraí,,Roxa,Mecanizável,,20000.0,R$/ha
2012,Municipio,Uraí,,Roxa,Mecanizável,,18500.0,R$/ha
2013,Municipio,Uraí,,Roxa,Mecanizável,,25000.0,R$/ha
2014,Municipio,Uraí,,Roxa,Mecanizável,,25000.0,R$/ha
2015,Municipio,Uraí,,Roxa,Mecanizável,,25000.0,R$/ha
2007,Municipio,Uraí,,Roxa,Não Mecanizável,,5253.0,R$/ha
2008,Municipio,Uraí,,Roxa,Não Mecanizável,,7749.0,R$/ha
2009,Municipio,Uraí,,Roxa,Não Mecanizável,,11157.0,R$/ha
2010,Municipio,Uraí,,Roxa,Não Mecanizável,,10150.0,R$/ha
2011,Municipio,Uraí,,Roxa,Não Mecanizável,,10300.0,R$/ha
2012,Municipio,Uraí,,Roxa,Não Mecanizável,,9500.0,R$/ha
2013,Municipio,Uraí,,Roxa,Não Mecanizável,,17500.0,R$/ha
2014,Municipio,Uraí,,Roxa,Não Mecanizável,,17500.0,R$/ha
2015,Municipio,Uraí,,Roxa,Não Mecanizável,,12400.0,R$/ha
2007,Municipio,Uraí,,Roxa,Inaproveitáveis,,3151.0,R$/ha
2008,Municipio,Uraí,,Roxa,Inaproveitáveis,,6219.0,R$/ha
2009,Municipio,Uraí,,Roxa,Inaproveitáveis,,11157.0,R$/ha
2010,Municipio,Uraí,,Roxa,Inaproveitáveis,,10150.0,R$/ha
2011,Municipio,Uraí,,Roxa,Inaproveitáveis,,6200.0,R$/ha
2012,Municipio,Uraí,,Roxa,Inaproveitáveis,,6200.0,R$/ha
2013,Municipio,Uraí,,Roxa,Inaproveitáveis,,6200.0,R$/ha
2014,Municipio,Uraí,,Roxa,Inaproveitáveis,,8500.0,R$/ha
2015,Municipio,Uraí,,Roxa,Inaproveitáveis,,6610.0,R$/ha
2007,Municipio,Verê,,Mista,Mecanizada,,11000.0,R$/ha
2008,Municipio,Verê,,Mista,Mecanizada,,15200.0,R$/ha
2009,Municipio,Verê,,Mista,Mecanizada,,17520.0,R$/ha
2010,Municipio,Verê,,Mista,Mecanizada,,17600.0,R$/ha
2011,Municipio,Verê,,Mista,Mecanizada,,18500.0,R$/ha
2012,Municipio,Verê,,Mista,Mecanizada,,25000.0,R$/ha
2013,Municipio,Verê,,Mista,Mecanizada,,30000.0,R$/ha
2014,Municipio,Verê,,Mista,Mecanizada,,36000.0,R$/ha
2015,Municipio,Verê,,Mista,Mecanizada,,41000.0,R$/ha
2007,Municipio,Verê,,Mista,Mecanizável,,24000.0,R$/ha
2008,Municipio,Verê,,Mista,Mecanizável,,28800.0,R$/ha
2009,Municipio,Verê,,Mista,Mecanizável,,30000.0,R$/ha
2010,Municipio,Verê,,Mista,Mecanizável,,33000.0,R$/ha
2007,Municipio,Verê,,Mista,Não Mecanizável,,5000.0,R$/ha
2008,Municipio,Verê,,Mista,Não Mecanizável,,5800.0,R$/ha
2009,Municipio,Verê,,Mista,Não Mecanizável,,6400.0,R$/ha
2010,Municipio,Verê,,Mista,Não Mecanizável,,6400.0,R$/ha
2011,Municipio,Verê,,Mista,Não Mecanizável,,7000.0,R$/ha
2012,Municipio,Verê,,Mista,Não Mecanizável,,9500.0,R$/ha
2013,Municipio,Verê,,Mista,Não Mecanizável,,10000.0,R$/ha
2014,Municipio,Verê,,Mista,Não Mecanizável,,12400.0,R$/ha
2015,Municipio,Verê,,Mista,Não Mecanizável,,13000.0,R$/ha
2007,Municipio,Verê,,Mista,Inaproveitáveis,,1000.0,R$/ha
2008,Municipio,Verê,,Mista,Inaproveitáveis,,1140.0,R$/ha
2009,Municipio,Verê,,Mista,Inaproveitáveis,,1200.0,R$/ha
2010,Municipio,Verê,,Mista,Inaproveitáveis,,1200.0,R$/ha
2011,Municipio,Verê,,Mista,Inaproveitáveis,,1300.0,R$/ha
2012,Municipio,Verê,,Mista,Inaproveitáveis,,1800.0,R$/ha
2013,Municipio,Verê,,Mista,Inaproveitáveis,,1800.0,R$/ha
2014,Municipio,Verê,,Mista,Inaproveitáveis,,2200.0,R$/ha
2015,Municipio,Verê,,Mista,Inaproveitáveis,,2200.0,R$/ha
2007,Municipio,Virmond,,Mista,Mecanizada,,8200.0,R$/ha
2008,Municipio,Virmond,,Mista,Mecanizada,,10000.0,R$/ha
2009,Municipio,Virmond,,Mista,Mecanizada,,12420.0,R$/ha
2010,Municipio,Virmond,,Mista,Mecanizada,,11300.0,R$/ha
2011,Municipio,Virmond,,Mista,Mecanizada,,13550.0,R$/ha
2012,Municipio,Virmond,,Mista,Mecanizada,,15000.0,R$/ha
2013,Municipio,Virmond,,Mista,Mecanizada,,16800.0,R$/ha
2014,Municipio,Virmond,,Mista,Mecanizada,,21700.0,R$/ha
2015,Municipio,Virmond,,Mista,Mecanizada,,26100.0,R$/ha
2007,Municipio,Virmond,,Mista,Mecanizável,,5300.0,R$/ha
2008,Municipio,Virmond,,Mista,Mecanizável,,6500.0,R$/ha
2009,Municipio,Virmond,,Mista,Mecanizável,,8700.0,R$/ha
2010,Municipio,Virmond,,Mista,Mecanizável,,6500.0,R$/ha
2011,Municipio,Virmond,,Mista,Mecanizável,,7300.0,R$/ha
2012,Municipio,Virmond,,Mista,Mecanizável,,8200.0,R$/ha
2013,Municipio,Virmond,,Mista,Mecanizável,,9200.0,R$/ha
2014,Municipio,Virmond,,Mista,Mecanizável,,12200.0,R$/ha
2015,Municipio,Virmond,,Mista,Mecanizável,,15600.0,R$/ha
2007,Municipio,Virmond,,Mista,Não Mecanizável,,4150.0,R$/ha
2008,Municipio,Virmond,,Mista,Não Mecanizável,,4400.0,R$/ha
2009,Municipio,Virmond,,Mista,Não Mecanizável,,4400.0,R$/ha
2010,Municipio,Virmond,,Mista,Não Mecanizável,,2900.0,R$/ha
2011,Municipio,Virmond,,Mista,Não Mecanizável,,3150.0,R$/ha
2012,Municipio,Virmond,,Mista,Não Mecanizável,,3550.0,R$/ha
2013,Municipio,Virmond,,Mista,Não Mecanizável,,4000.0,R$/ha
2014,Municipio,Virmond,,Mista,Não Mecanizável,,5400.0,R$/ha
2015,Municipio,Virmond,,Mista,Não Mecanizável,,6500.0,R$/ha
2007,Municipio,Virmond,,Mista,Inaproveitáveis,,2950.0,R$/ha
2008,Municipio,Virmond,,Mista,Inaproveitáveis,,1800.0,R$/ha
2009,Municipio,Virmond,,Mista,Inaproveitáveis,,1800.0,R$/ha
2010,Municipio,Virmond,,Mista,Inaproveitáveis,,1050.0,R$/ha
2011,Municipio,Virmond,,Mista,Inaproveitáveis,,1200.0,R$/ha
2012,Municipio,Virmond,,Mista,Inaproveitáveis,,1300.0,R$/ha
2013,Municipio,Virmond,,Mista,Inaproveitáveis,,1500.0,R$/ha
